lp__,p2,p1,p0,sigma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,y.1,y.2,y.3,y.4,y.5,y.6,y.7,y.8,y.9,y.10,y.11,y.12,y.13,y.14,y.15,y.16,y.17,y.18,y.19,y.20,y.21,y.22,y.23,y.24,y.25,y.26,y.27,y.28,y.29,y.30,y.31,y.32,y.33,y.34,y.35,y.36,y.37,y.38,y.39,y.40,y.41,y.42,y.43,y.44,y.45,y.46,y.47,y.48,y.49,y.50,y.51,y.52,y.53,y.54,y.55,y.56,y.57,y.58,y.59,y.60,y.61,y.62,y.63,y.64,y.65,y.66,y.67,y.68,y.69,y.70,y.71,y.72,y.73,y.74,y.75,y.76,y.77,y.78,y.79,y.80,y.81,y.82,y.83,y.84,y.85,y.86,y.87,y.88,y.89,y.90,y.91,y.92,y.93,y.94,y.95,y.96,y.97,y.98,y.99,y.100,y.101,y.102
# Stepsize adaptation complete.
# eta = 1
0,5.01286,5.04775,5.08204,2.7432,-1.93276,-1.93926,-1.94417,-2.04662,-1.9375,-1.92849,-1.92869,-1.92812,-1.93177,-2.01157,-2.08878,-1.93353,-2.03565,-1.93003,-1.92825,-1.93809,-1.92861,-1.98706,-1.96195,-1.93045,-1.94438,-2.19227,-1.98334,-2.16021,-2.14767,-2.01905,-1.93019,-1.93014,-1.93203,-2.07055,-2.28937,-2.20715,-1.94662,-2.19366,-1.943,-1.97746,-1.93627,-2.34307,-2.10499,-1.99357,-2.10736,-2.04624,-2.1321,-1.96499,-1.93128,-1.98845,-2.03562,-1.93663,-2.05651,-1.9436,-2.02018,-1.99062,-2.44961,-1.94382,-1.93103,-1.94159,-1.93126,-1.93012,-1.93158,-1.94138,-1.95872,-2.02846,-1.93494,-2.02577,-2.28245,-1.92807,-1.92918,-2.02025,-1.94483,-2.02661,-2.23338,-1.938,-2.08594,-1.93102,-1.98585,-1.98073,-1.96924,-1.95026,-1.94371,-1.92968,-2.04311,-1.94956,-1.98424,-2.06824,-2.10767,-2.05018,-1.93065,-2.23205,-1.94175,-1.93182,-2.27781,-1.93878,-2.04969,-2.03885,-1.92994,-2.028,-1.92807,-2.21536,-1.93326,-1.97076,-26.8259,-4.1876,105.165,100.662,96.2622,91.9643,87.7687,83.6754,79.6844,75.7956,72.0092,68.3251,64.7432,61.2637,57.8864,54.6115,51.4388,48.3684,45.4004,42.5346,39.7711,37.1099,34.5509,32.0943,29.74,27.488,25.3382,23.2908,21.3456,19.5028,17.7622,16.1239,14.5879,13.1542,11.8228,10.5937,9.46693,8.44241,7.52018,6.70025,5.98261,5.36726,4.8542,4.44344,4.13497,3.9288,3.82491,3.82332,3.92402,4.12702,4.43231,4.83989,5.34976,5.96193,6.67639,7.49314,8.41218,9.43352,10.5572,11.7831,13.1113,14.5418,16.0746,17.7097,19.4471,21.2868,23.2287,25.273,27.4196,29.6684,32.0196,34.473,37.0287,39.6868,42.4471,45.3097,48.2746,51.3418,54.5113,57.783,61.1571,64.6335,68.2121,71.8931,75.6763,79.5619,83.5497,87.6398,91.8322,96.127,100.524,105.023,109.625,114.329,119.135,124.043,129.054,134.167,139.383,144.7,150.12,155.642,155.642,215.832
0,5.00715,4.97624,5.08538,2.45801,-1.83767,-1.85083,-1.8597,-2.01685,-1.84692,-1.81968,-1.8193,-1.82283,-1.83423,-1.88846,-2.07259,-1.81899,-1.99584,-1.81832,-1.81978,-1.84533,-1.81895,-1.92188,-1.84252,-1.82895,-1.82729,-2.20295,-1.91304,-2.15697,-2.04864,-1.90521,-1.81841,-1.82639,-1.82998,-2.02785,-2.22244,-2.12733,-1.85223,-2.11475,-1.84569,-1.8669,-1.83443,-2.37074,-2.06042,-1.91227,-2.02384,-1.97915,-2.05693,-1.87038,-1.82395,-1.89908,-1.95819,-1.83024,-1.98152,-1.8382,-1.93296,-1.89499,-2.47489,-1.83614,-1.82312,-1.83811,-1.82078,-1.81952,-1.82536,-1.83006,-1.84812,-1.92618,-1.8225,-1.91986,-2.30419,-1.81935,-1.82393,-1.90728,-1.82855,-1.97532,-2.1409,-1.82186,-1.96974,-1.8183,-1.86167,-1.85562,-1.84408,-1.87357,-1.863,-1.83262,-1.90861,-1.8251,-1.93994,-1.92745,-1.96444,-1.90595,-1.81993,-2.08331,-1.87324,-1.8198,-2.12005,-1.87102,-1.89205,-1.88095,-1.84823,-1.8687,-1.83614,-2.03232,-1.82175,-1.95785,-34.4415,-4.05625,105.383,100.879,96.4771,92.1775,87.98,83.8847,79.8916,76.0007,72.2119,68.5254,64.941,61.4587,58.0787,54.8008,51.6251,48.5516,45.5803,42.7111,39.9441,37.2793,34.7166,32.2562,29.8979,27.6418,25.4879,23.4361,21.4865,19.6391,17.8939,16.2508,14.71,13.2713,11.9347,10.7004,9.56822,8.53823,7.61041,6.78477,6.06131,5.44002,4.92091,4.50397,4.18921,3.97663,3.86622,3.85799,3.95194,4.14806,4.44636,4.84683,5.34948,5.95431,6.66131,7.47049,8.38185,9.39538,10.5111,11.729,13.049,14.4713,15.9957,17.6223,19.351,21.182,23.1151,25.1504,27.2879,29.5275,31.8693,34.3133,36.8595,39.5079,42.2584,45.1111,48.066,51.1231,54.2823,57.5437,60.9073,64.3731,67.941,71.6111,75.3834,79.2579,83.2345,87.3133,91.4943,95.7775,100.163,104.65,109.24,113.932,118.726,123.622,128.621,133.721,138.924,144.229,149.636,155.145,155.145,215.2
0,5.04134,5.02154,5.07566,2.5258,-1.94076,-1.96139,-1.97139,-2.18483,-1.93903,-1.87436,-1.87024,-1.87964,-1.90081,-1.86866,-2.19337,-1.85,-2.09215,-1.85281,-1.85814,-1.8981,-1.85342,-1.98389,-1.85503,-1.86785,-1.84779,-2.25979,-1.95804,-2.20342,-2.03817,-1.91435,-1.84561,-1.85662,-1.85992,-2.05485,-2.21665,-2.13064,-1.87937,-2.12336,-1.87173,-1.89186,-1.86024,-2.36368,-2.07048,-1.9313,-2.04556,-1.99276,-2.07804,-1.8918,-1.8499,-1.91845,-1.97365,-1.85571,-1.99663,-1.86345,-1.95275,-1.91782,-2.46561,-1.86317,-1.84941,-1.86233,-1.84889,-1.84765,-1.84993,-1.86083,-1.88143,-1.96422,-1.85391,-1.96281,-2.25763,-1.84558,-1.84629,-1.96103,-1.8689,-1.95193,-2.22658,-1.86191,-2.05184,-1.85268,-1.92957,-1.92471,-1.91107,-1.86049,-1.85408,-1.84551,-2.02161,-1.89164,-1.88445,-2.06763,-2.12612,-2.05157,-1.86366,-2.31284,-1.84685,-1.87188,-2.39891,-1.84552,-2.08796,-2.07723,-1.85178,-2.0723,-1.86453,-2.37647,-1.89928,-1.84954,-29.4963,-5.3565,106.001,101.468,97.0372,92.7093,88.4843,84.3622,80.343,76.4266,72.6132,68.9025,65.2948,61.79,58.388,55.0889,51.8926,48.7993,45.8088,42.9211,40.1364,37.4545,34.8755,32.3994,30.0262,27.7558,25.5883,23.5237,21.5619,19.7031,17.9471,16.2939,14.7437,13.2963,11.9518,10.7102,9.57139,8.53551,7.6025,6.77236,6.0451,5.42071,4.8992,4.48056,4.16479,3.9519,3.84188,3.83474,3.93047,4.12907,4.43055,4.8349,5.34213,5.95223,6.6652,7.48105,8.39977,9.42137,10.5458,11.7732,13.1034,14.5365,16.0725,17.7113,19.453,21.2976,23.2451,25.2954,27.4486,29.7047,32.0637,34.5255,37.0902,39.7578,42.5282,45.4016,48.3778,51.4568,54.6388,57.9236,61.3113,64.8019,68.3953,72.0916,75.8908,79.7929,83.7978,87.9057,92.1164,96.4299,100.846,105.366,109.988,114.713,119.541,124.472,129.505,134.642,139.881,145.224,150.669,156.217,156.217,216.693
0,4.99164,4.99334,5.00255,2.51527,-1.84173,-1.84193,-1.84403,-1.92738,-1.8421,-1.85066,-1.85084,-1.84474,-1.84133,-1.9818,-1.98641,-1.8592,-1.936,-1.85042,-1.84479,-1.8459,-1.84546,-1.89351,-1.89648,-1.84178,-1.8699,-2.12521,-1.89446,-2.09263,-2.12608,-1.96382,-1.84622,-1.84229,-1.84396,-1.99767,-2.29146,-2.19032,-1.85944,-2.17251,-1.85578,-1.90641,-1.84875,-2.31748,-2.04034,-1.91223,-2.06692,-1.97187,-2.09818,-1.87923,-1.84345,-1.90452,-1.95691,-1.84805,-1.97874,-1.8544,-1.9361,-1.90281,-2.50426,-1.85307,-1.8494,-1.86677,-1.84203,-1.84147,-1.85225,-1.84827,-1.86254,-1.92977,-1.84286,-1.92346,-2.34088,-1.84471,-1.85147,-1.91054,-1.84614,-2.01603,-2.11487,-1.84194,-1.96063,-1.84241,-1.86869,-1.86351,-1.8546,-1.91604,-1.90493,-1.86844,-1.90077,-1.84213,-1.99762,-1.91203,-1.93998,-1.89294,-1.85222,-2.03091,-1.9311,-1.85375,-2.05311,-1.93385,-1.87458,-1.86636,-1.90835,-1.85722,-1.89307,-1.96486,-1.86752,-2.06538,-34.2166,-3.55865,104.827,100.34,95.9551,91.6721,87.4909,83.4116,79.4341,75.5585,71.7848,68.1129,64.5429,61.0748,57.7085,54.4441,51.2815,48.2208,45.2619,42.4049,39.6498,36.9965,34.4451,31.9956,29.6479,27.402,25.2581,23.2159,21.2757,19.4373,17.7007,16.0661,14.5333,13.1023,11.7732,10.546,9.42059,8.39707,7.47541,6.65562,5.93768,5.3216,4.80738,4.39502,4.08452,3.87588,3.7691,3.76418,3.86112,4.05992,4.36058,4.7631,5.26747,5.87371,6.58181,7.39177,8.30358,9.31726,10.4328,11.6502,12.9695,14.3906,15.9135,17.5384,19.2651,21.0936,23.024,25.0563,27.1904,29.4264,31.7643,34.204,36.7456,39.389,42.1343,44.9815,47.9305,50.9813,54.1341,57.3887,60.7451,64.2034,67.7636,71.4256,75.1895,79.0553,83.0229,87.0923,91.2637,95.5369,99.9119,104.389,108.968,113.648,118.431,123.315,128.301,133.389,138.579,143.871,149.265,154.76,154.76,214.662
0,5.02629,4.93453,4.98636,2.38453,-1.88896,-1.91282,-1.92511,-2.16401,-1.89147,-1.82007,-1.81593,-1.82704,-1.85161,-1.81254,-2.18502,-1.79393,-2.07231,-1.79765,-1.80425,-1.85152,-1.79876,-1.95129,-1.79659,-1.8165,-1.78953,-2.26762,-1.92196,-2.20307,-1.9946,-1.85971,-1.78837,-1.80254,-1.80636,-2.03046,-2.19537,-2.10096,-1.82799,-2.09512,-1.8184,-1.83917,-1.80458,-2.36779,-2.03784,-1.88166,-2.01797,-1.94704,-2.05864,-1.8348,-1.79116,-1.86107,-1.91846,-1.79547,-1.93935,-1.80156,-1.88976,-1.85264,-2.54033,-1.7989,-1.79905,-1.8202,-1.78821,-1.78794,-1.80294,-1.79369,-1.80808,-1.87945,-1.7889,-1.87369,-2.35623,-1.79261,-1.8004,-1.86302,-1.79309,-1.9817,-2.09579,-1.78897,-1.92706,-1.78847,-1.82384,-1.81877,-1.80859,-1.85674,-1.84359,-1.80733,-1.87566,-1.79338,-1.92362,-1.89971,-1.94045,-1.88063,-1.7895,-2.07509,-1.84236,-1.78875,-2.12579,-1.83556,-1.87918,-1.86852,-1.81005,-1.85821,-1.79794,-2.0571,-1.78815,-1.89978,-35.8589,-4.48667,105.971,101.444,97.0187,92.6965,88.4769,84.3598,80.3453,76.4334,72.624,68.9172,65.313,61.8113,58.4122,55.1157,51.9217,48.8303,45.8415,42.9552,40.1715,37.4904,34.9118,32.4358,30.0624,27.7915,25.6232,23.5575,21.5943,19.7337,17.9757,16.3202,14.7673,13.317,11.9692,10.724,9.58142,8.54135,7.60385,6.76892,6.03656,5.40676,4.87953,4.45487,4.13277,3.91324,3.79628,3.78188,3.87005,4.06079,4.35409,4.74996,5.2484,5.8494,6.55298,7.35911,8.26782,9.27909,10.3929,11.6093,12.9283,14.3498,15.8739,17.5006,19.2299,21.0617,22.996,25.033,27.1725,29.4146,31.7592,34.2064,36.7562,39.4085,42.1634,45.0209,47.9809,51.0435,54.2087,57.4765,60.8468,64.3196,67.8951,71.5731,75.3537,79.2368,83.2225,87.3108,91.5016,95.795,100.191,104.69,109.291,113.994,118.801,123.709,128.721,133.835,139.051,144.37,149.792,155.316,155.316,215.54
0,5.02885,4.9896,4.99538,2.40654,-1.86242,-1.88216,-1.89282,-2.10063,-1.8663,-1.8122,-1.80964,-1.81758,-1.83637,-1.83971,-2.12714,-1.7979,-2.02806,-1.79971,-1.80367,-1.83926,-1.80068,-1.92538,-1.81492,-1.81336,-1.80328,-2.21777,-1.90357,-2.16091,-2.03184,-1.88607,-1.79725,-1.80514,-1.80827,-2.00904,-2.23109,-2.13274,-1.82765,-2.12362,-1.82026,-1.85652,-1.80919,-2.34167,-2.02772,-1.88105,-2.0347,-1.945,-2.07245,-1.83991,-1.79964,-1.86651,-1.92315,-1.80429,-1.94595,-1.81093,-1.8993,-1.86326,-2.5242,-1.80971,-1.80602,-1.82471,-1.79802,-1.79738,-1.808,-1.80597,-1.82314,-1.90094,-1.80015,-1.89716,-2.31408,-1.79857,-1.80335,-1.89022,-1.80849,-1.95611,-2.14423,-1.80248,-1.96761,-1.79763,-1.85237,-1.84699,-1.83467,-1.83977,-1.82891,-1.8036,-1.92182,-1.81531,-1.88779,-1.95497,-2.00427,-1.93552,-1.79824,-2.164,-1.82091,-1.79973,-2.22927,-1.81469,-1.94558,-1.9337,-1.80035,-1.92357,-1.79714,-2.17128,-1.80448,-1.84957,-34.0739,-4.87572,105.769,101.244,96.8226,92.5035,88.287,84.1731,80.1619,76.2533,72.4473,68.7439,65.1431,61.645,58.2494,54.9565,51.7663,48.6786,45.6935,42.8111,40.0313,37.3541,34.7795,32.3076,29.9382,27.6715,25.5074,23.4459,21.4871,19.6308,17.8772,16.2262,14.6778,13.2321,11.8889,10.6484,9.51051,8.47522,7.54255,6.71251,5.98508,5.36027,4.83807,4.4185,4.10155,3.88722,3.7755,3.7664,3.85993,4.05607,4.35483,4.75621,5.26021,5.86683,6.57607,7.38793,8.3024,9.3195,10.4392,11.6615,12.9865,14.4141,15.9443,17.5771,19.3125,21.1505,23.0912,25.1345,27.2804,29.5289,31.8801,34.3338,36.8902,39.5492,42.3108,45.1751,48.1419,51.2114,54.3835,57.6582,61.0356,64.5155,68.0981,71.7833,75.5711,79.4615,83.4546,87.5502,91.7485,96.0494,100.453,104.959,109.568,114.279,119.093,124.01,129.029,134.151,139.375,144.703,150.132,155.665,155.665,215.972
0,5.02158,4.99665,5.04049,2.29605,-1.79629,-1.81522,-1.82638,-2.03283,-1.80408,-1.75779,-1.75627,-1.76294,-1.78008,-1.81201,-2.07695,-1.75013,-1.97785,-1.75096,-1.75398,-1.78787,-1.75201,-1.87828,-1.7743,-1.76441,-1.75909,-2.1975,-1.86071,-2.13976,-2.01468,-1.85112,-1.75037,-1.75844,-1.76206,-1.98272,-2.22559,-2.11638,-1.78479,-2.10397,-1.77716,-1.81239,-1.76498,-2.36012,-2.01192,-1.84791,-2.00125,-1.92104,-2.04065,-1.80225,-1.7543,-1.83337,-1.8983,-1.76051,-1.92472,-1.76888,-1.87195,-1.83062,-2.52351,-1.76754,-1.75726,-1.77562,-1.75221,-1.75109,-1.75919,-1.76277,-1.78352,-1.8734,-1.75512,-1.86859,-2.29969,-1.75091,-1.75523,-1.85937,-1.76498,-1.91694,-2.14237,-1.75731,-1.94375,-1.75103,-1.81358,-1.80709,-1.79287,-1.79584,-1.78445,-1.75715,-1.88662,-1.76958,-1.8517,-1.91988,-1.97225,-1.89667,-1.75083,-2.14055,-1.78011,-1.75176,-2.20483,-1.77423,-1.89895,-1.88522,-1.7567,-1.87212,-1.75099,-2.12697,-1.75381,-1.82371,-37.581,-4.93754,105.597,101.08,96.6664,92.355,88.1461,84.0396,80.0356,76.1341,72.335,68.6384,65.0443,61.5527,58.1635,54.8768,51.6926,48.6108,45.6315,42.7547,39.9803,37.3085,34.739,32.2721,29.9076,27.6456,25.4861,23.4291,21.4745,19.6224,17.8727,16.2255,14.6808,13.2386,11.8989,10.6616,9.52674,8.4944,7.56452,6.73711,6.01218,5.38971,4.86972,4.45219,4.13714,3.92456,3.81444,3.8068,3.90163,4.09893,4.3987,4.80095,5.30566,5.91284,6.62249,7.43462,8.34921,9.36628,10.4858,11.7078,13.0323,14.4593,15.9887,17.6206,19.3549,21.1918,23.1311,25.1728,27.3171,29.5638,31.913,34.3646,36.9188,39.5753,42.3344,45.196,48.16,51.2264,54.3954,57.6668,61.0407,64.5171,68.0959,71.7772,75.561,79.4472,83.4359,87.5271,91.7208,96.0169,100.416,104.917,109.52,114.226,119.035,123.946,128.959,134.075,139.293,144.614,150.037,155.563,155.563,215.797
0,5.00413,5.00108,4.98053,2.25805,-1.7366,-1.744,-1.75023,-1.88933,-1.74259,-1.73559,-1.73601,-1.73355,-1.73651,-1.86947,-1.95436,-1.74469,-1.87999,-1.73819,-1.7344,-1.74501,-1.7352,-1.81285,-1.78942,-1.73561,-1.76156,-2.10806,-1.80816,-2.06185,-2.07169,-1.87693,-1.73814,-1.73525,-1.73748,-1.93175,-2.28675,-2.16354,-1.75624,-2.14447,-1.75109,-1.81538,-1.74211,-2.31855,-1.976,-1.81845,-2.01934,-1.89055,-2.05952,-1.77758,-1.73541,-1.80788,-1.87142,-1.74052,-1.89808,-1.74793,-1.84646,-1.80623,-2.567,-1.74672,-1.74449,-1.76658,-1.73413,-1.73356,-1.74746,-1.74188,-1.7598,-1.84398,-1.73557,-1.83773,-2.34538,-1.73685,-1.74431,-1.82506,-1.7413,-1.93823,-2.09045,-1.73544,-1.89632,-1.73369,-1.77643,-1.77001,-1.75778,-1.80877,-1.79517,-1.75546,-1.82911,-1.73865,-1.89118,-1.85061,-1.8926,-1.82659,-1.73717,-2.02878,-1.80746,-1.73694,-2.07116,-1.80463,-1.81115,-1.79876,-1.7756,-1.78513,-1.75988,-1.96995,-1.74007,-1.91341,-40.6091,-4.31992,105.078,100.58,96.1836,91.8894,87.6972,83.6072,79.6193,75.7336,71.9499,68.2684,64.6889,61.2116,57.8364,54.5633,51.3924,48.3235,45.3568,42.4922,39.7296,37.0693,34.511,32.0548,29.7008,27.4488,25.299,23.2513,21.3057,19.4622,17.7209,16.0816,14.5445,13.1094,11.7765,10.5458,9.41708,8.39052,7.46607,6.64374,5.92352,5.30542,4.78943,4.37556,4.0638,3.85416,3.74663,3.74122,3.83792,4.03674,4.33767,4.74071,5.24587,5.85315,6.56253,7.37404,8.28766,9.30339,10.4212,11.6412,12.9633,14.3875,15.9138,17.5422,19.2727,21.1054,23.0402,25.077,27.216,29.4571,31.8004,34.2457,36.7932,39.4427,42.1944,45.0482,48.0041,51.0621,54.2223,57.4845,60.8489,64.3154,67.884,71.5547,75.3276,79.2025,83.1796,87.2587,91.44,95.7234,100.109,104.597,109.186,113.878,118.672,123.568,128.566,133.667,138.869,144.174,149.58,155.089,155.089,215.136
0,4.9871,4.99015,5.02384,2.2707,-1.74117,-1.73905,-1.74036,-1.83209,-1.73917,-1.75453,-1.75449,-1.74542,-1.73913,-1.92233,-1.90714,-1.7643,-1.84855,-1.75216,-1.74439,-1.74364,-1.74502,-1.80039,-1.80908,-1.73942,-1.77521,-2.08474,-1.80345,-2.04646,-2.08866,-1.88901,-1.74488,-1.74033,-1.74251,-1.93317,-2.28676,-2.16262,-1.76246,-2.13987,-1.75805,-1.81607,-1.74919,-2.33192,-1.98906,-1.82967,-2.00927,-1.9044,-2.04686,-1.78847,-1.74238,-1.82039,-1.88603,-1.74857,-1.91324,-1.75681,-1.85986,-1.81806,-2.54116,-1.75495,-1.7478,-1.76829,-1.74025,-1.73936,-1.75136,-1.74837,-1.76637,-1.84991,-1.7412,-1.8415,-2.34865,-1.74298,-1.75125,-1.82423,-1.74492,-1.95415,-2.07296,-1.73967,-1.88319,-1.74064,-1.77098,-1.76453,-1.75379,-1.83502,-1.82159,-1.77562,-1.80675,-1.73945,-1.94134,-1.81834,-1.85053,-1.79499,-1.75642,-1.95516,-1.86189,-1.75957,-1.97784,-1.86814,-1.77083,-1.76161,-1.83711,-1.75154,-1.81811,-1.86766,-1.78374,-2.05041,-41.8899,-3.70293,104.75,100.268,95.8872,91.6082,87.4309,83.3555,79.3818,75.5099,71.7397,68.0713,64.5047,61.0398,57.6767,54.4154,51.2558,48.198,45.242,42.3878,39.6353,36.9845,34.4356,31.9884,29.643,27.3993,25.2574,23.2173,21.279,19.4424,17.7076,16.0745,14.5432,13.1137,11.7859,10.56,9.43574,8.41329,7.49261,6.67369,5.95654,5.34116,4.82755,4.4157,4.10562,3.89731,3.79076,3.78598,3.88297,4.08172,4.38224,4.78453,5.28859,5.89441,6.602,7.41136,8.32248,9.33538,10.45,11.6665,12.9847,14.4046,15.9263,17.5498,19.2751,21.1021,23.0309,25.0615,27.1938,29.4279,31.7638,34.2014,36.7408,39.382,42.1249,44.9696,47.9161,50.9643,54.1143,57.3661,60.7196,64.1749,67.732,71.3908,75.1514,79.0138,82.9779,87.0438,91.2115,95.4809,99.8521,104.325,108.9,113.576,118.355,123.235,128.216,133.3,138.485,143.772,149.161,154.652,154.652,214.5
0,4.99661,5.03367,4.93719,2.69692,-1.91423,-1.91126,-1.91116,-1.96654,-1.9112,-1.92755,-1.9278,-1.91971,-1.91231,-2.06169,-2.01134,-1.93769,-1.9728,-1.92728,-1.91974,-1.91167,-1.92065,-1.94177,-1.9769,-1.91135,-1.94897,-2.1228,-1.94293,-2.0972,-2.19557,-2.04191,-1.92108,-1.91108,-1.91124,-2.0235,-2.34486,-2.2513,-1.91985,-2.23352,-1.91772,-1.98275,-1.91368,-2.28947,-2.06191,-1.9601,-2.13107,-2.00822,-2.15813,-1.93604,-1.91147,-1.95633,-1.99889,-1.91428,-2.018,-1.91897,-1.98424,-1.95761,-2.50975,-1.91877,-1.92025,-1.93654,-1.91128,-1.91106,-1.92199,-1.91622,-1.92832,-1.98627,-1.91227,-1.98234,-2.34407,-1.91372,-1.91913,-1.97405,-1.91623,-2.05627,-2.15919,-1.91229,-2.02379,-1.91129,-1.94039,-1.93591,-1.92743,-1.96518,-1.95562,-1.92734,-1.97618,-1.91421,-2.02469,-1.99033,-2.01895,-1.97327,-1.91439,-2.1115,-1.96663,-1.91444,-2.13872,-1.96562,-1.9605,-1.95189,-1.94518,-1.94224,-1.93382,-2.06425,-1.91828,-2.05029,-29.3515,-3.64142,104.684,100.196,95.8107,91.527,87.3452,83.2654,79.2876,75.4117,71.6378,67.9658,64.3958,60.9278,57.5617,54.2976,51.1355,48.0753,45.117,42.2608,39.5065,36.8541,34.3037,31.8553,29.5089,27.2644,25.1218,23.0812,21.1426,19.306,17.5713,15.9385,14.4078,12.979,11.6521,10.4272,9.30429,8.28332,7.36431,6.54727,5.83219,5.21907,4.7079,4.29871,3.99147,3.78619,3.68287,3.68152,3.78213,3.98469,4.28922,4.69571,5.20416,5.81458,6.52695,7.34129,8.25758,9.27584,10.3961,11.6182,12.9424,14.3685,15.8965,17.5266,19.2586,21.0925,23.0284,25.0663,27.2061,29.4479,31.7917,34.2374,36.785,39.4347,42.1863,45.0398,47.9954,51.0528,54.2123,57.4737,60.837,64.3024,67.8697,71.5389,75.3101,79.1833,83.1584,87.2355,91.4146,95.6956,100.079,104.563,109.15,113.839,118.63,123.523,128.518,133.614,138.813,144.114,149.516,155.021,155.021,215.017
0,5.0179,5.04197,5.01343,2.24521,-1.74002,-1.75165,-1.75967,-1.92363,-1.74704,-1.72778,-1.72792,-1.72834,-1.73552,-1.84382,-1.97844,-1.73427,-1.89485,-1.73,-1.72786,-1.74369,-1.7284,-1.81667,-1.77822,-1.73118,-1.75276,-2.11809,-1.80779,-2.06798,-2.06294,-1.86906,-1.73193,-1.72988,-1.73219,-1.93037,-2.28468,-2.16087,-1.75115,-2.14227,-1.74581,-1.81016,-1.73667,-2.32112,-1.97432,-1.81465,-2.01477,-1.88865,-2.05401,-1.77399,-1.73016,-1.80602,-1.87208,-1.7362,-1.90129,-1.74484,-1.84962,-1.80825,-2.54555,-1.74498,-1.73559,-1.75471,-1.72994,-1.72885,-1.73666,-1.74192,-1.76467,-1.86136,-1.73412,-1.85789,-2.28756,-1.72805,-1.73145,-1.851,-1.74698,-1.88981,-2.15878,-1.73849,-1.94668,-1.73018,-1.80464,-1.79776,-1.78193,-1.76633,-1.75546,-1.73158,-1.88955,-1.75589,-1.81778,-1.9283,-1.98693,-1.90349,-1.7308,-2.17383,-1.74953,-1.73282,-2.24622,-1.74407,-1.90913,-1.89394,-1.7303,-1.87966,-1.72775,-2.16473,-1.73688,-1.78704,-38.7862,-5.19163,105.251,100.743,96.3372,92.0339,87.833,83.7345,79.7383,75.8446,72.0533,68.3644,64.7778,61.2937,57.9119,54.6326,51.4557,48.3811,45.4089,42.5392,39.7718,37.1068,34.5442,32.0841,29.7263,27.4709,25.3179,23.2673,21.3191,19.4733,17.7299,16.0889,14.5502,13.114,11.7802,10.5487,9.4197,8.39305,7.46881,6.64695,5.9275,5.31044,4.79577,4.3835,4.07362,3.86615,3.76106,3.75837,3.85808,4.06019,4.36469,4.77158,5.28087,5.89256,6.60664,7.42311,8.34199,9.36326,10.4869,11.713,13.0414,14.4723,16.0055,17.6412,19.3792,21.2196,23.1625,25.2077,27.3553,29.6053,31.9577,34.4126,36.9698,39.6294,42.3913,45.2557,48.2225,51.2917,54.4633,57.7372,61.1136,64.5924,68.1735,71.8571,75.643,79.5314,83.5221,87.6153,91.8108,96.1087,100.509,105.012,109.617,114.324,119.134,124.047,129.061,134.178,139.398,144.72,150.144,155.671,155.671,215.91
