lp__,p2,p1,p0,sigma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,y.1,y.2,y.3,y.4,y.5,y.6,y.7,y.8,y.9,y.10,y.11,y.12,y.13,y.14,y.15,y.16,y.17,y.18,y.19,y.20,y.21,y.22,y.23,y.24,y.25,y.26,y.27,y.28,y.29,y.30,y.31,y.32,y.33,y.34,y.35,y.36,y.37,y.38,y.39,y.40,y.41,y.42,y.43,y.44,y.45,y.46,y.47,y.48,y.49,y.50,y.51,y.52,y.53,y.54,y.55,y.56,y.57,y.58,y.59,y.60,y.61,y.62,y.63,y.64,y.65,y.66,y.67,y.68,y.69,y.70,y.71,y.72,y.73,y.74,y.75,y.76,y.77,y.78,y.79,y.80,y.81,y.82,y.83,y.84,y.85,y.86,y.87,y.88,y.89,y.90,y.91,y.92,y.93,y.94,y.95,y.96,y.97,y.98,y.99,y.100,y.101,y.102
# Stepsize adaptation complete.
# eta = 1
0,4.99742,5.01385,5.08748,2.33459,-1.76705,-1.77088,-1.77531,-1.89018,-1.7709,-1.7718,-1.77208,-1.76778,-1.76793,-1.90677,-1.9597,-1.78022,-1.89556,-1.77257,-1.76818,-1.77644,-1.76876,-1.83987,-1.81936,-1.76891,-1.79217,-2.12249,-1.83987,-2.08236,-2.07322,-1.89351,-1.76975,-1.76972,-1.77253,-1.96604,-2.26037,-2.14653,-1.79408,-2.12653,-1.78923,-1.83154,-1.77963,-2.35065,-2.01829,-1.86164,-2.00722,-1.93566,-2.04137,-1.82068,-1.77204,-1.85327,-1.91891,-1.77947,-1.94674,-1.78886,-1.89475,-1.85314,-2.48897,-1.78778,-1.77139,-1.78699,-1.7703,-1.76875,-1.77322,-1.78193,-1.80335,-1.89331,-1.77296,-1.88665,-2.28938,-1.7673,-1.77135,-1.87282,-1.78077,-1.93126,-2.13839,-1.77231,-1.94405,-1.767,-1.81971,-1.8125,-1.79885,-1.82342,-1.8124,-1.78061,-1.87188,-1.7756,-1.89705,-1.8916,-1.93248,-1.86621,-1.76838,-2.0622,-1.8275,-1.76851,-2.0989,-1.82688,-1.84584,-1.83301,-1.80282,-1.81838,-1.78974,-1.99199,-1.77257,-1.93436,-38.1238,-4.13222,104.954,100.463,96.0749,91.7884,87.6038,83.5213,79.5407,75.6621,71.8855,68.2108,64.6382,61.1675,57.7988,54.5321,51.3673,48.3045,45.3437,42.4849,39.7281,37.0732,34.5203,32.0694,29.7205,27.4735,25.3286,23.2856,21.3445,19.5055,17.7684,16.1334,14.6002,13.1691,11.84,10.6128,9.4876,8.46438,7.54314,6.72388,6.00659,5.39129,4.87796,4.46661,4.15723,3.94984,3.84442,3.84098,3.93952,4.14004,4.44253,4.847,5.35345,5.96188,6.67229,7.48467,8.39903,9.41537,10.5337,11.754,13.0763,14.5005,16.0267,17.6549,19.3851,21.2173,23.1514,25.1875,27.3256,29.5657,31.9078,34.3518,36.8978,39.5458,42.2957,45.1477,48.1016,51.1575,54.3154,57.5752,60.9371,64.4009,67.9666,71.6344,75.4042,79.2759,83.2496,87.3252,91.5029,95.7825,100.164,104.648,109.233,113.921,118.71,123.602,128.595,133.691,138.888,144.188,149.589,155.092,155.092,215.078
0,5.02555,5.03195,4.92917,2.19343,-1.73135,-1.74691,-1.75641,-1.94992,-1.73753,-1.70533,-1.70484,-1.70769,-1.71882,-1.80771,-1.99334,-1.70801,-1.89705,-1.70533,-1.70443,-1.72496,-1.70461,-1.80381,-1.75364,-1.7088,-1.72922,-2.11672,-1.78878,-2.0599,-2.05856,-1.85562,-1.70957,-1.70603,-1.70798,-1.9077,-2.30523,-2.17525,-1.72482,-2.15864,-1.71918,-1.80113,-1.71058,-2.2963,-1.94275,-1.78326,-2.02953,-1.85498,-2.07406,-1.74289,-1.70507,-1.77264,-1.83631,-1.70903,-1.86425,-1.71583,-1.81334,-1.77349,-2.61356,-1.71573,-1.71852,-1.74294,-1.7048,-1.70444,-1.71998,-1.71323,-1.73293,-1.82453,-1.70738,-1.82157,-2.33243,-1.70636,-1.71217,-1.8161,-1.71819,-1.89453,-2.1253,-1.71139,-1.91344,-1.70529,-1.774,-1.76778,-1.75288,-1.75201,-1.73917,-1.71054,-1.86285,-1.72978,-1.80574,-1.90562,-1.96724,-1.88257,-1.70702,-2.16635,-1.72797,-1.70962,-2.24899,-1.72084,-1.89835,-1.88383,-1.70632,-1.87175,-1.70463,-2.1816,-1.71742,-1.75773,-40.3046,-5.4966,105.408,100.891,96.4772,92.1655,87.9564,83.8499,79.8459,75.9444,72.1455,68.4492,64.8554,61.3641,57.9755,54.6893,51.5057,48.4247,45.4462,42.5703,39.7969,37.1261,34.5578,32.0921,29.7289,27.4683,25.3102,23.2547,21.3017,19.4513,17.7035,16.0582,14.5154,13.0752,11.7375,10.5024,9.36989,8.33989,7.41245,6.58755,5.86521,5.24542,4.72818,4.31349,4.00135,3.79177,3.68474,3.68025,3.77833,3.97895,4.28212,4.68785,5.19613,5.80696,6.52034,7.33627,8.25476,9.27579,10.3994,11.6255,12.9542,14.3855,15.9193,17.5556,19.2945,21.136,23.08,25.1265,27.2756,29.5273,31.8815,34.3382,36.8976,39.5594,42.3238,45.1908,48.1603,51.2324,54.407,57.6842,61.0639,64.5462,68.131,71.8184,75.6084,79.5008,83.4959,87.5935,91.7936,96.0963,100.502,105.009,109.62,114.333,119.148,124.066,129.087,134.21,139.435,144.764,150.194,155.728,155.728,216.041
0,5.00574,4.98789,5.03961,2.33029,-1.77587,-1.78707,-1.79518,-1.9499,-1.78433,-1.76493,-1.76495,-1.76609,-1.77433,-1.86411,-2.01205,-1.76877,-1.93389,-1.76569,-1.76501,-1.78511,-1.76494,-1.86065,-1.80244,-1.77134,-1.78139,-2.15754,-1.85355,-2.11002,-2.04805,-1.87799,-1.76625,-1.76994,-1.77312,-1.97637,-2.24529,-2.13505,-1.79481,-2.1193,-1.78869,-1.82871,-1.77804,-2.35012,-2.0154,-1.85811,-2.01085,-1.92962,-2.04805,-1.81526,-1.76894,-1.84572,-1.90883,-1.77503,-1.93445,-1.78309,-1.88291,-1.84264,-2.51791,-1.78137,-1.77227,-1.79071,-1.7666,-1.76558,-1.77491,-1.77565,-1.79436,-1.8779,-1.76834,-1.8714,-2.31981,-1.76684,-1.77275,-1.85837,-1.77455,-1.9469,-2.11387,-1.76793,-1.92687,-1.76495,-1.80984,-1.80341,-1.79114,-1.83016,-1.81797,-1.78274,-1.86099,-1.77134,-1.90541,-1.88166,-1.92212,-1.85831,-1.76737,-2.05261,-1.8294,-1.7672,-2.09306,-1.82685,-1.84325,-1.83118,-1.80073,-1.81789,-1.78674,-1.99647,-1.76968,-1.92572,-38.1459,-4.22935,105.244,100.742,96.343,92.0459,87.8509,83.7581,79.7674,75.8789,72.0925,68.4083,64.8262,61.3463,57.9685,54.6929,51.5194,48.4481,45.4789,42.6119,39.847,37.1842,34.6236,32.1652,29.8089,27.5547,25.4027,23.3529,21.4052,19.5596,17.8162,16.1749,14.6358,13.1988,11.864,10.6313,9.50076,8.47238,7.54614,6.72205,6.00011,5.38031,4.86266,4.44716,4.13381,3.9226,3.81355,3.80664,3.90187,4.09926,4.39879,4.80047,5.3043,5.91027,6.61839,7.42866,8.34108,9.35564,10.4724,11.6912,13.0122,14.4354,15.9607,17.5881,19.3177,21.1495,23.0834,25.1194,27.2576,29.4979,31.8404,34.285,36.8318,39.4807,42.2318,45.085,48.0404,51.0979,54.2576,57.5194,60.8833,64.3494,67.9177,71.5881,75.3606,79.2353,83.2122,87.2912,91.4723,95.7556,100.141,104.629,109.218,113.91,118.704,123.6,128.599,133.699,138.902,144.207,149.613,155.122,155.122,215.173
0,4.99003,5.00119,4.90151,2.12695,-1.68068,-1.67452,-1.67364,-1.75733,-1.6742,-1.70266,-1.70277,-1.68895,-1.67613,-1.92006,-1.832,-1.71769,-1.77144,-1.70029,-1.6879,-1.67458,-1.68915,-1.72303,-1.77927,-1.67409,-1.73416,-2.01535,-1.72545,-1.97441,-2.12912,-1.88268,-1.68939,-1.67366,-1.67399,-1.85538,-2.36955,-2.21967,-1.68787,-2.19201,-1.68428,-1.78941,-1.6777,-2.27936,-1.91394,-1.75088,-2.03156,-1.82655,-2.07713,-1.71154,-1.674,-1.74248,-1.80867,-1.67756,-1.83716,-1.68393,-1.78294,-1.74125,-2.66531,-1.68274,-1.6929,-1.72245,-1.67363,-1.67394,-1.69777,-1.67811,-1.69347,-1.77629,-1.67386,-1.76843,-2.42488,-1.68357,-1.69609,-1.7523,-1.67629,-1.94905,-2.01942,-1.67363,-1.81656,-1.67844,-1.70093,-1.69487,-1.68484,-1.79874,-1.78171,-1.72438,-1.74005,-1.67364,-1.92193,-1.75405,-1.78955,-1.73008,-1.69755,-1.90746,-1.8225,-1.70037,-1.93617,-1.82709,-1.70729,-1.69757,-1.78841,-1.68714,-1.76491,-1.81979,-1.72426,-2.02604,-47.4066,-3.96158,104.646,100.162,95.7795,91.4988,87.3199,83.2429,79.2676,75.3943,71.6227,67.953,64.385,60.919,57.5547,54.2923,51.1317,48.0729,45.116,42.2608,39.5075,36.8561,34.3064,31.8586,29.5126,27.2685,25.1262,23.0856,21.147,19.3101,17.5751,15.9419,14.4105,12.981,11.6533,10.4274,9.30333,8.28109,7.36069,6.54211,5.82535,5.21043,4.69733,4.28606,3.97661,3.76899,3.6632,3.65924,3.7571,3.95679,4.25831,4.66165,5.16682,5.77382,6.48265,7.2933,8.20578,9.22008,10.3362,11.5542,12.874,14.2956,15.819,17.4443,19.1714,21.0003,22.9311,24.9636,27.098,29.3343,31.6723,34.1122,36.6539,39.2975,42.0428,44.89,47.839,50.8899,54.0426,57.2971,60.6534,64.1115,67.6715,71.3333,75.097,78.9624,82.9297,86.9988,91.1698,95.4425,99.8171,104.294,108.872,113.552,118.334,123.218,128.203,133.29,138.48,143.771,149.164,154.658,154.658,214.55
0,5.00991,4.98471,5.01734,2.33012,-1.78289,-1.79624,-1.80523,-1.9726,-1.79166,-1.76543,-1.76517,-1.76786,-1.77842,-1.85282,-2.02944,-1.76696,-1.94643,-1.76504,-1.76532,-1.78858,-1.76491,-1.86691,-1.79892,-1.77265,-1.77949,-2.16572,-1.8569,-2.11577,-2.04365,-1.87567,-1.76599,-1.77015,-1.77328,-1.97693,-2.24522,-2.13568,-1.79436,-2.12123,-1.78796,-1.82998,-1.77727,-2.34475,-2.01145,-1.85543,-2.01546,-1.92554,-2.05369,-1.81272,-1.76817,-1.84225,-1.90407,-1.77371,-1.92903,-1.78126,-1.87823,-1.83879,-2.53001,-1.77957,-1.77343,-1.7929,-1.76601,-1.76521,-1.77621,-1.77428,-1.79215,-1.87373,-1.7676,-1.86764,-2.32798,-1.76725,-1.77356,-1.85557,-1.77368,-1.95006,-2.10992,-1.76755,-1.92488,-1.7649,-1.80918,-1.80301,-1.79098,-1.82993,-1.81747,-1.78224,-1.86235,-1.77175,-1.90259,-1.88467,-1.92625,-1.86198,-1.76666,-2.06094,-1.82503,-1.76631,-2.10514,-1.82123,-1.85029,-1.83822,-1.79539,-1.82521,-1.78204,-2.01382,-1.76736,-1.91,-37.9097,-4.33434,105.341,100.836,96.4319,92.1305,87.9313,83.8343,79.8396,75.9471,72.1569,68.4688,64.883,61.3995,58.0181,54.739,51.5622,48.4875,45.5151,42.645,39.877,37.2113,34.6479,32.1866,29.8276,27.5708,25.4163,23.364,21.4139,19.5661,17.8205,16.1771,14.6359,13.197,11.8603,10.6259,9.49369,8.4637,7.53595,6.71044,5.98715,5.3661,4.84728,4.43069,4.11634,3.90422,3.79433,3.78667,3.88125,4.07805,4.37709,4.77837,5.28187,5.88761,6.59558,7.40579,8.31822,9.33289,10.4498,11.6689,12.9903,14.4139,15.9397,17.5678,19.2981,21.1306,23.0654,25.1024,27.2416,29.4831,31.8267,34.2727,36.8208,39.4712,42.2238,45.0787,48.0358,51.0951,54.2567,57.5204,60.8865,64.3547,67.9252,71.5979,75.3729,79.25,83.2294,87.3111,91.495,95.7811,100.169,104.66,109.253,113.948,118.745,123.645,128.646,133.75,138.957,144.265,149.676,155.189,155.189,215.282
0,5.01135,5.03357,4.99592,2.35685,-1.78034,-1.78777,-1.79365,-1.9244,-1.78571,-1.77785,-1.77828,-1.77632,-1.77927,-1.90044,-1.97923,-1.7867,-1.90988,-1.78088,-1.77729,-1.78627,-1.77818,-1.84698,-1.8297,-1.77785,-1.80378,-2.11372,-1.84187,-2.07121,-2.09361,-1.91255,-1.78145,-1.77745,-1.77924,-1.95297,-2.293,-2.17868,-1.79553,-2.16049,-1.79113,-1.85425,-1.78341,-2.30716,-1.99535,-1.85247,-2.04151,-1.91885,-2.07725,-1.81644,-1.77806,-1.84492,-1.90394,-1.78314,-1.92988,-1.79053,-1.88332,-1.84629,-2.52883,-1.79036,-1.78458,-1.80307,-1.77763,-1.77681,-1.78603,-1.78707,-1.80617,-1.8901,-1.78043,-1.88604,-2.30324,-1.77721,-1.78159,-1.87778,-1.78957,-1.93734,-2.14416,-1.78247,-1.95657,-1.77688,-1.83418,-1.82793,-1.81456,-1.8223,-1.81138,-1.78423,-1.89984,-1.79231,-1.87902,-1.92864,-1.97616,-1.90573,-1.7764,-2.12824,-1.81063,-1.77672,-2.18268,-1.80588,-1.90119,-1.8879,-1.78719,-1.87422,-1.77958,-2.09795,-1.77696,-1.86564,-36.1884,-4.60504,105.112,100.609,96.2092,91.9114,87.7158,83.6224,79.6313,75.7425,71.9559,68.2716,64.6896,61.2098,57.8323,54.5571,51.3841,48.3133,45.3449,42.4787,39.7147,37.0531,34.4936,32.0365,29.6816,27.429,25.2786,23.2305,21.2846,19.441,17.6997,16.0607,14.5239,13.0893,11.7571,10.527,9.39929,8.3738,7.45058,6.62961,5.91091,5.29447,4.78029,4.36838,4.05872,3.85133,3.7462,3.74333,3.84272,4.04438,4.3483,4.75448,5.26292,5.87362,6.58659,7.40182,8.31931,9.33906,10.4611,11.6853,13.0119,14.4407,15.9717,17.6051,19.3407,21.1785,23.1186,25.161,27.3056,29.5525,31.9017,34.3531,36.9068,39.5627,42.3209,45.1814,48.1441,51.2091,54.3764,57.6459,61.0177,64.4917,68.068,71.7466,75.5274,79.4105,83.3958,87.4834,91.6733,95.9654,100.36,104.856,109.455,114.157,118.96,123.866,128.874,133.984,139.196,144.511,149.928,155.447,155.447,215.606
0,5.0167,4.94542,4.99749,2.44332,-1.86442,-1.8831,-1.89392,-2.08868,-1.87191,-1.82395,-1.82212,-1.8296,-1.84746,-1.85605,-2.12755,-1.8129,-2.035,-1.8148,-1.81884,-1.85417,-1.81618,-1.94005,-1.82809,-1.82975,-1.81716,-2.23102,-1.92142,-2.17676,-2.03035,-1.8924,-1.8123,-1.82223,-1.82569,-2.0289,-2.21767,-2.12408,-1.84626,-2.1155,-1.83848,-1.86439,-1.82662,-2.3569,-2.04625,-1.89964,-2.03361,-1.96264,-2.0709,-1.8569,-1.81543,-1.88259,-1.93786,-1.81986,-1.95855,-1.82598,-1.91139,-1.87574,-2.52243,-1.82356,-1.82206,-1.84159,-1.8127,-1.81232,-1.82567,-1.81833,-1.83245,-1.90132,-1.81338,-1.89533,-2.3508,-1.81657,-1.824,-1.88387,-1.81712,-1.99799,-2.10319,-1.8131,-1.94195,-1.81305,-1.84432,-1.83929,-1.82973,-1.88274,-1.87034,-1.83417,-1.88829,-1.81556,-1.95353,-1.90741,-1.94308,-1.88846,-1.81607,-2.06063,-1.87689,-1.81544,-2.10063,-1.87245,-1.88012,-1.87017,-1.84606,-1.85975,-1.83211,-2.02465,-1.81613,-1.95423,-34.8397,-4.13956,105.688,101.171,96.757,92.4451,88.2355,84.1284,80.1236,76.2212,72.4211,68.7234,65.1281,61.6352,58.2446,54.9564,51.7706,48.6871,45.706,42.8273,40.051,37.377,34.8054,32.3362,29.9693,27.7048,25.5427,23.483,21.5256,19.6706,17.918,16.2677,14.7198,13.2743,11.9312,10.6904,9.552,8.51597,7.58231,6.75102,6.0221,5.39556,4.87138,4.44958,4.13015,3.91308,3.79839,3.78608,3.87613,4.06855,4.36335,4.76051,5.26005,5.86196,6.56624,7.37289,8.28192,9.29331,10.4071,11.6232,12.9417,14.3626,15.8858,17.5115,19.2395,21.0698,23.0026,25.0377,27.1751,29.415,31.7572,34.2018,36.7488,39.3981,42.1498,45.0039,47.9603,51.0191,54.1803,57.4439,60.8098,64.2781,67.8488,71.5219,75.2973,79.1751,83.1552,87.2377,91.4226,95.7099,100.1,104.592,109.186,113.883,118.682,123.583,128.587,133.693,138.902,144.213,149.626,155.142,155.142,215.271
0,5.00388,4.93838,4.90543,2.44522,-1.82723,-1.83875,-1.84666,-1.99493,-1.83509,-1.81331,-1.81317,-1.81512,-1.82392,-1.89679,-2.04686,-1.8156,-1.97262,-1.81345,-1.81326,-1.83265,-1.81307,-1.90143,-1.84665,-1.81892,-1.82825,-2.16721,-1.89176,-2.12166,-2.0758,-1.92006,-1.81487,-1.81649,-1.81884,-1.99519,-2.26626,-2.16556,-1.83544,-2.15383,-1.82976,-1.88049,-1.82096,-2.31354,-2.01923,-1.88419,-2.06123,-1.94255,-2.09967,-1.84699,-1.81393,-1.86993,-1.92046,-1.81674,-1.93962,-1.82124,-1.89591,-1.86355,-2.56895,-1.8192,-1.82921,-1.85304,-1.81316,-1.81373,-1.83458,-1.81516,-1.82493,-1.88284,-1.81308,-1.87639,-2.40723,-1.82393,-1.8351,-1.86393,-1.81375,-2.03928,-2.05532,-1.81348,-1.90879,-1.81944,-1.82855,-1.82467,-1.81844,-1.91942,-1.90546,-1.85862,-1.85607,-1.81326,-2.01449,-1.86698,-1.89294,-1.85077,-1.83437,-1.9815,-1.93181,-1.83552,-2.00626,-1.93238,-1.83757,-1.83082,-1.8997,-1.82375,-1.87998,-1.92779,-1.84822,-2.06908,-36.2935,-3.64099,105.311,100.806,96.4035,92.1032,87.905,83.8089,79.8149,75.923,72.1332,68.4456,64.86,61.3766,57.9952,54.716,51.5389,48.4639,45.491,42.6202,39.8515,37.1849,34.6205,32.1581,29.7979,27.5398,25.3837,23.3298,21.378,19.5283,17.7807,16.1353,14.5919,13.1506,11.8115,10.5745,9.43954,8.40672,7.47601,6.64741,5.92093,5.29655,4.77428,4.35412,4.03607,3.82012,3.70629,3.69457,3.78496,3.97746,4.27206,4.66878,5.1676,5.76854,6.47158,7.27674,8.184,9.19338,10.3049,11.5185,12.8342,14.252,15.7719,17.3939,19.1181,20.9443,22.8727,24.9031,27.0357,29.2704,31.6072,34.0461,36.5871,39.2303,41.9755,44.8228,47.7723,50.8239,53.9775,57.2333,60.5912,64.0512,67.6133,71.2775,75.0439,78.9123,82.8829,86.9555,91.1303,95.4072,99.7862,104.267,108.85,113.536,118.323,123.213,128.204,133.298,138.494,143.792,149.192,154.694,154.694,214.675
0,4.98843,4.96617,5.04619,2.44514,-1.8131,-1.81599,-1.81986,-1.9225,-1.81638,-1.81797,-1.8181,-1.814,-1.81411,-1.94,-1.99031,-1.82479,-1.93248,-1.81783,-1.81405,-1.82272,-1.81445,-1.88244,-1.85856,-1.81554,-1.83439,-2.14442,-1.88296,-2.10756,-2.08576,-1.92437,-1.81515,-1.81638,-1.81915,-1.99938,-2.25616,-2.15367,-1.83931,-2.13664,-1.83446,-1.87079,-1.8252,-2.34725,-2.04287,-1.89938,-2.03327,-1.96542,-2.06636,-1.86042,-1.81716,-1.88844,-1.94628,-1.82283,-1.96917,-1.83011,-1.92123,-1.88406,-2.49695,-1.82774,-1.82003,-1.83742,-1.81423,-1.81338,-1.82352,-1.82113,-1.83648,-1.90801,-1.81477,-1.90006,-2.34295,-1.81687,-1.82443,-1.88405,-1.81741,-2.00351,-2.09436,-1.81333,-1.93226,-1.81508,-1.8379,-1.83249,-1.82375,-1.90159,-1.88985,-1.84855,-1.86613,-1.8131,-1.99783,-1.87501,-1.90129,-1.85557,-1.83163,-1.9873,-1.92878,-1.83501,-2.00519,-1.93522,-1.83536,-1.82816,-1.90777,-1.82054,-1.89076,-1.91234,-1.85912,-2.1012,-36.6585,-3.45174,104.926,100.44,96.0553,91.7726,87.5917,83.5126,79.5353,75.6597,71.886,68.2141,64.6439,61.1756,57.809,54.5443,51.3813,48.3202,45.3608,42.5032,39.7474,37.0934,34.5412,32.0908,29.7422,27.4954,25.3504,23.3072,21.3658,19.5261,17.7883,16.1522,14.618,13.1855,11.8549,10.626,9.49891,8.47363,7.55015,6.72845,6.00855,5.39045,4.87414,4.45963,4.1469,3.93598,3.82684,3.81951,3.91396,4.11021,4.40826,4.8081,5.30973,5.91316,6.61838,7.42539,8.3342,9.34481,10.4572,11.6714,12.9874,14.4052,15.9247,17.5461,19.2693,21.0942,23.021,25.0495,27.1799,29.412,31.7459,34.1817,36.7192,39.3585,42.0996,44.9425,47.8872,50.9337,54.082,57.332,60.6839,64.1376,67.693,71.3503,75.1094,78.9702,82.9328,86.9973,91.1635,95.4315,99.8013,104.273,108.846,113.522,118.299,123.177,128.158,133.24,138.424,143.71,149.098,154.588,154.588,214.427
0,4.99801,5.03221,4.94036,2.40758,-1.80003,-1.79757,-1.79816,-1.8737,-1.79756,-1.81517,-1.81556,-1.80637,-1.79844,-1.97834,-1.93002,-1.82784,-1.87984,-1.81567,-1.8069,-1.79881,-1.8081,-1.83882,-1.87651,-1.79774,-1.84262,-2.06905,-1.83971,-2.03603,-2.1489,-1.95812,-1.8092,-1.79756,-1.79794,-1.94137,-2.33693,-2.22037,-1.80923,-2.19866,-1.80641,-1.88607,-1.80112,-2.27534,-1.98859,-1.86003,-2.07183,-1.92061,-2.10594,-1.82941,-1.79815,-1.85495,-1.90853,-1.80174,-1.9325,-1.80769,-1.88995,-1.8564,-2.54734,-1.80741,-1.80892,-1.82925,-1.79788,-1.79758,-1.81109,-1.8042,-1.81951,-1.89256,-1.79917,-1.88768,-2.33917,-1.80077,-1.80742,-1.87744,-1.80431,-1.97835,-2.11096,-1.79928,-1.94061,-1.79779,-1.8353,-1.82967,-1.81891,-1.86396,-1.85203,-1.81707,-1.88131,-1.80202,-1.93717,-1.89971,-1.93624,-1.87828,-1.80113,-2.05435,-1.86443,-1.80109,-2.08978,-1.86273,-1.86299,-1.85203,-1.8374,-1.83979,-1.82348,-1.99721,-1.80504,-1.96475,-36.1233,-4.00796,104.73,100.24,95.8533,91.568,87.3848,83.3036,79.3243,75.4471,71.6718,67.9985,64.4272,60.9579,57.5906,54.3253,51.1619,48.1006,45.1412,42.2839,39.5285,36.8751,34.3237,31.8743,29.5269,27.2815,25.1381,23.0966,21.1572,19.3197,17.5842,15.9508,14.4193,12.9898,11.6622,10.4367,9.31318,8.29164,7.37208,6.55452,5.83894,5.22536,4.71376,4.30416,3.99654,3.79092,3.68728,3.68564,3.78598,3.98831,4.29264,4.69895,5.20726,5.81755,6.52983,7.34411,8.26037,9.27862,10.3989,11.6211,12.9453,14.3715,15.8997,17.5299,19.2621,21.0963,23.0324,25.0706,27.2107,29.4529,31.797,34.2431,36.7912,39.4413,42.1934,45.0474,48.0035,51.0616,54.2216,57.4836,60.8477,64.3137,67.8817,71.5517,75.3236,79.1976,83.1736,87.2515,91.4315,95.7134,100.097,104.583,109.171,113.861,118.653,123.547,128.543,133.64,138.84,144.142,149.546,155.052,155.052,215.062
0,4.98035,5.02085,5.02109,2.21143,-1.73549,-1.72171,-1.71619,-1.76041,-1.71882,-1.75941,-1.75809,-1.73975,-1.72078,-1.97958,-1.83274,-1.76776,-1.78593,-1.74646,-1.7319,-1.71265,-1.73171,-1.75179,-1.81866,-1.71355,-1.77241,-2.02253,-1.75917,-1.99002,-2.13197,-1.90269,-1.72577,-1.71259,-1.71338,-1.89065,-2.33431,-2.19564,-1.73006,-2.16593,-1.727,-1.80553,-1.71985,-2.31153,-1.96083,-1.79985,-2.01076,-1.87796,-2.04811,-1.761,-1.71533,-1.79501,-1.86395,-1.72195,-1.89419,-1.73095,-1.8397,-1.79623,-2.5556,-1.72997,-1.72124,-1.74208,-1.71422,-1.71317,-1.72426,-1.72378,-1.74387,-1.83475,-1.71571,-1.82627,-2.34117,-1.71565,-1.72341,-1.80834,-1.72046,-1.92988,-2.07685,-1.71391,-1.8727,-1.71354,-1.75012,-1.74288,-1.73072,-1.80769,-1.79411,-1.74763,-1.78881,-1.71347,-1.91847,-1.80068,-1.83508,-1.77483,-1.72933,-1.9456,-1.83877,-1.7331,-1.96757,-1.84696,-1.74666,-1.73657,-1.8162,-1.72547,-1.79733,-1.84568,-1.76172,-2.04746,-44.1187,-3.72707,104.426,99.953,95.5819,91.3125,87.1447,83.0785,79.114,75.2511,71.4898,67.8301,64.2721,60.8157,57.461,54.2078,51.0563,48.0064,45.0582,42.2116,39.4666,36.8232,34.2815,31.8414,29.5029,27.2661,25.1309,23.0973,21.1654,19.335,17.6063,15.9793,14.4538,13.03,11.7079,10.4873,9.36841,8.35112,7.43547,6.62144,5.90904,5.29828,4.78914,4.38163,4.07575,3.8715,3.76888,3.76789,3.86852,4.07079,4.37469,4.78022,5.28737,5.89616,6.60657,7.41862,8.33229,9.3476,10.4645,11.6831,13.0033,14.4251,15.9486,17.5736,19.3003,21.1287,23.0587,25.0903,27.2235,29.4583,31.7948,34.2329,36.7727,39.4141,42.1571,45.0017,47.948,50.9959,54.1454,57.3965,60.7493,64.2037,67.7598,71.4174,75.1767,79.0377,83.0002,87.0644,91.2302,95.4977,99.8668,104.337,108.91,113.584,118.359,123.237,128.215,133.296,138.478,143.762,149.147,154.634,154.634,214.439
